n34,0,3.0517578125e-05
n35,0,3.0517578125e-05
n43,0,6.103515625e-05
n44,0,6.103515625e-05
n45,1,6.103515625e-05
n46,0,6.103515625e-05
n47,0,6.103515625e-05
n48,1,6.103515625e-05
n51,0,6.103515625e-05
n52,1,6.103515625e-05
n53,0,6.103515625e-05
n54,1,6.103515625e-05
n55,1,6.103515625e-05
n59,1,0.0001220703125
n60,1,0.0001220703125
n61,1,0.0001220703125
n62,0,0.0001220703125
n63,0,0.0001220703125
n68,0,0.0001220703125
n69,1,0.0001220703125
n72,1,0.0001220703125
n73,0,0.0001220703125
n74,0,0.0001220703125
n75,1,0.0001220703125
n76,0,0.0001220703125
n77,0,0.0001220703125
n78,1,0.0001220703125
n84,0,0.0001220703125
n88,1,0.000244140625
n95,1,0.000244140625
n96,0,0.000244140625
n97,0,0.000244140625
n98,1,0.000244140625
n101,1,0.000244140625
n105,0,0.000244140625
n106,0,0.000244140625
n107,1,0.000244140625
n108,0,0.000244140625
n109,0,0.000244140625
n110,1,0.000244140625
n113,1,0.000244140625
n117,1,0.000244140625
n118,1,0.000244140625
n119,0,0.000244140625
n122,1,0.000244140625
n126,1,0.00048828125
n127,0,0.00048828125
n128,0,0.00048828125
n129,1,0.00048828125
n132,1,0.00048828125
n133,0,0.00048828125
n142,1,0.00048828125
n143,0,0.00048828125
n144,0,0.00048828125
n145,1,0.00048828125
n146,0,0.00048828125
n147,0,0.00048828125
n148,1,0.00048828125
n154,1,0.00048828125
n155,0,0.00048828125
n156,0,0.00048828125
n157,1,0.00048828125
n158,0,0.00048828125
n162,0,0.00048828125
n163,0,0.00048828125
n164,1,0.00048828125
n165,0,0.00048828125
n168,0,0.00048828125
n169,0,0.00048828125
n172,0,0.00048828125
n176,1,0.0009765625
n177,0,0.0009765625
n184,1,0.0009765625
n185,1,0.0009765625
n186,0,0.0009765625
n187,1,0.0009765625
n188,0,0.0009765625
n192,0,0.0009765625
n193,0,0.0009765625
n194,1,0.0009765625
n197,1,0.0009765625
n198,0,0.0009765625
n199,0,0.0009765625
n200,1,0.0009765625
n203,1,0.0009765625
n204,0,0.0009765625
n205,0,0.0009765625
n206,1,0.0009765625
n207,0,0.0009765625
n208,0,0.0009765625
n209,1,0.0009765625
n212,1,0.0009765625
n215,1,0.0009765625
n218,1,0.0009765625
n222,1,0.0009765625
n223,1,0.0009765625
n224,0,0.0009765625
n227,1,0.0009765625
n228,0,0.0009765625
n229,0,0.0009765625
n230,1,0.0009765625
n231,0,0.0009765625
n232,0,0.0009765625
n234,0,0.001953125
n243,1,0.001953125
n244,1,0.001953125
n245,0,0.001953125
n246,1,0.001953125
n247,0,0.001953125
n251,0,0.001953125
n252,0,0.001953125
n253,1,0.001953125
n256,1,0.001953125
n257,0,0.001953125
n258,0,0.001953125
n259,1,0.001953125
n262,1,0.001953125
n263,0,0.001953125
n264,0,0.001953125
n265,1,0.001953125
n266,0,0.001953125
n267,0,0.001953125
n268,1,0.001953125
n271,1,0.001953125
n274,1,0.001953125
n277,1,0.001953125
n278,1,0.001953125
n279,0,0.001953125
n280,1,0.001953125
n281,0,0.001953125
n285,0,0.001953125
n286,0,0.001953125
n287,1,0.001953125
