n33,0,5,1,16384,1.52588e-05,3.8147e-06,16,2
n33,1,5,1,49152,0.999985,0.00196451,16,2
n33,2,5,1,16384,1.52588e-05,3.8147e-06,16,2
n33,3,5,1,16384,0.999985,0.000980347,16,2
n33,4,5,1,49152,0.999985,0.00196451,16,2
n33,5,5,1,49152,0.999985,0.000987977,16,2
n41,0,5,1,16384,3.05176e-05,7.62939e-06,15,2
n41,1,5,1,40960,0.999969,0.00197208,15,2
n41,2,5,1,12288,3.05176e-05,5.72205e-06,15,2
n41,3,5,1,16384,0.999969,0.000984132,15,2
n41,4,5,1,45056,0.999969,0.00197399,15,2
n41,5,5,1,40960,0.999969,0.000995576,15,2
n42,0,11,1,16320,0.00778198,0.000972748,15,2
n42,1,11,1,48960,0.00778198,0.00243378,15,2
n42,2,11,1,48960,0.00778198,0.00243378,15,2
n42,3,11,1,16320,0.00518799,0.000730515,15,2
n42,4,11,1,16320,0.00778198,0.000972748,15,2
n42,5,11,1,48960,0.00778198,0.00267601,15,2
n52,0,11,1,16320,0.015564,0.0019455,14,2
n52,1,11,1,32640,0.015564,0.00389099,14,2
n52,2,11,1,32640,0.015564,0.00389099,14,2
n52,3,11,1,16320,0.015564,0.0019455,14,2
n52,4,11,1,16320,0.015564,0.0019455,14,2
n52,5,11,1,32640,0.015564,0.00389099,14,2
n53,0,13,1,16320,0.999939,0.00960588,14,2
n53,1,13,1,32640,0.015564,0.00389099,14,2
n53,2,13,1,16320,0.015564,0.0019455,14,2
n53,3,13,1,32640,0.999939,0.0115514,14,2
n53,4,13,1,32640,0.999939,0.0115514,14,2
n53,5,13,1,16320,0.015564,0.0019455,14,2
n62,0,5,1,16384,6.10352e-05,1.52588e-05,14,2
n62,1,5,1,40960,0.999939,0.00202155,14,2
n62,2,5,1,12288,6.10352e-05,1.14441e-05,14,2
n62,3,5,1,16384,0.999939,0.00100696,14,2
n62,4,5,1,45056,0.999939,0.00202536,14,2
n62,5,5,1,40960,0.999939,0.00102985,14,2
n90,0,5,1,16384,0.00012207,3.05176e-05,13,2
n90,1,5,1,40960,0.999878,0.00213573,13,2
n90,2,5,1,12288,0.00012207,2.28882e-05,13,2
n90,3,5,1,16384,0.999878,0.00105261,13,2
n90,4,5,1,45056,0.999878,0.00214336,13,2
n90,5,5,1,40960,0.999878,0.00111364,13,2
n111,0,11,1,16320,0.938965,0.00806278,12,2
n111,1,11,1,32640,0.0622559,0.015564,12,2
n111,2,11,1,32640,0.938965,0.0158448,12,2
n111,3,11,1,16320,0.0622559,0.00778198,12,2
n111,4,11,1,16320,0.0622559,0.00778198,12,2
n111,5,11,1,32640,0.938965,0.0158448,12,2
n112,0,13,1,16320,0.999756,0.0369644,12,2
n112,1,13,1,32640,0.0622559,0.015564,12,2
n112,2,13,1,16320,0.0622559,0.00778198,12,2
n112,3,13,1,32640,0.999756,0.0447464,12,2
n112,4,13,1,32640,0.999756,0.0447464,12,2
n112,5,13,1,16320,0.0622559,0.00778198,12,2
n127,0,5,1,16384,0.000244141,6.10352e-05,12,2
n127,1,5,1,40960,0.999756,0.00240979,12,2
n127,2,5,1,12288,0.000244141,4.57764e-05,12,2
n127,3,5,1,16384,0.999756,0.00117438,12,2
n127,4,5,1,45056,0.999756,0.00242504,12,2
n127,5,5,1,40960,0.999756,0.00129644,12,2
n175,0,5,1,16384,0.000488281,0.00012207,11,2
n175,1,5,1,40960,0.999512,0.00303383,11,2
n175,2,5,1,12288,0.000488281,9.15527e-05,11,2
n175,3,5,1,16384,0.999512,0.00143304,11,2
n175,4,5,1,45056,0.999512,0.00306435,11,2
n175,5,5,1,40960,0.999512,0.00172286,11,2
n203,0,11,1,16320,0.776367,0.0346147,10,2
n203,1,11,1,32640,0.249023,0.0622559,10,2
n203,2,11,1,32640,0.776367,0.0657426,10,2
n203,3,11,1,16320,0.249023,0.0311279,10,2
n203,4,11,1,16320,0.249023,0.0311279,10,2
n203,5,11,1,32640,0.776367,0.0657426,10,2
n204,0,13,1,16320,0.999023,0.124512,10,2
n204,1,13,1,32640,0.249023,0.0622559,10,2
n204,2,13,1,16320,0.249023,0.0311279,10,2
n204,3,13,1,32640,0.999023,0.15564,10,2
n204,4,13,1,32640,0.999023,0.15564,10,2
n204,5,13,1,16320,0.249023,0.0311279,10,2
n233,0,5,1,16384,0.000976562,0.000244141,10,2
n233,1,5,1,40960,0.999023,0.00444806,10,2
n233,2,5,1,12288,0.000976562,0.000183105,10,2
n233,3,5,1,16384,0.999023,0.00207162,10,2
n233,4,5,1,45056,0.999023,0.00450909,10,2
n233,5,5,1,40960,0.999023,0.00262058,10,2
n302,0,5,1,16384,0.00195312,0.000488281,9,2
n302,1,5,1,40960,0.998047,0.00760436,9,2
n302,2,5,1,12288,0.00195312,0.000366211,9,2
n302,3,5,1,16384,0.998047,0.00346732,9,2
n302,4,5,1,45056,0.998047,0.00772643,9,2
n302,5,5,1,40960,0.998047,0.00462532,9,2
n333,0,5,1,16384,0.996094,0.00291443,8,2
n333,1,5,1,49152,0.00390625,0.00292969,8,2
n333,2,5,1,16384,0.00390625,0.000976562,8,2
n333,3,5,1,16384,0.00390625,0.000976562,8,2
n333,4,5,1,49152,0.996094,0.00486755,8,2
n333,5,5,1,49152,0.996094,0.00486755,8,2
n404,0,5,1,16384,0.992188,0.00452161,7,2
n404,1,5,1,49152,0.0078125,0.00585938,7,2
n404,2,5,1,16384,0.0078125,0.00195312,7,2
n404,3,5,1,16384,0.0078125,0.00195312,7,2
n404,4,5,1,49152,0.992188,0.00842786,7,2
n404,5,5,1,49152,0.992188,0.00842786,7,2
n467,0,5,1,16384,0.984375,0.00785303,6,2
n467,1,5,1,49152,0.015625,0.0117188,6,2
n467,2,5,1,16384,0.015625,0.00390625,6,2
n467,3,5,1,16384,0.015625,0.00390625,6,2
n467,4,5,1,49152,0.984375,0.0156655,6,2
n467,5,5,1,49152,0.984375,0.0156655,6,2
n529,0,5,1,16384,0.96875,0.0144644,5,2
n529,1,5,1,49152,0.03125,0.0234375,5,2
n529,2,5,1,16384,0.03125,0.0078125,5,2
n529,3,5,1,16384,0.03125,0.0078125,5,2
n529,4,5,1,49152,0.96875,0.0300894,5,2
n529,5,5,1,49152,0.96875,0.0300894,5,2
n585,0,5,1,16384,0.9375,0.0271606,4,2
n585,1,5,1,49152,0.0625,0.046875,4,2
n585,2,5,1,16384,0.0625,0.015625,4,2
n585,3,5,1,16384,0.0625,0.015625,4,2
n585,4,5,1,49152,0.9375,0.0584106,4,2
n585,5,5,1,49152,0.9375,0.0584106,4,2
n634,0,5,1,16384,0.875,0.050293,3,2
n634,1,5,1,49152,0.125,0.09375,3,2
n634,2,5,1,16384,0.125,0.03125,3,2
n634,3,5,1,16384,0.125,0.03125,3,2
n634,4,5,1,49152,0.875,0.112793,3,2
n634,5,5,1,49152,0.875,0.112793,3,2
n678,0,5,1,16384,0.75,0.0874176,2,2
n678,1,5,1,49152,0.25,0.1875,2,2
n678,2,5,1,16384,0.25,0.0625,2,2
n678,3,5,1,16384,0.25,0.0625,2,2
n678,4,5,1,49152,0.75,0.212418,2,2
n678,5,5,1,49152,0.75,0.212418,2,2
n714,0,5,1,16384,0.5,0.125,1,2
n714,1,5,1,49152,0.5,0.375,1,2
n714,2,5,1,16384,0.5,0.125,1,2
n714,3,5,1,16384,0.5,0.125,1,2
n714,4,5,1,49152,0.5,0.375,1,2
n714,5,5,1,49152,0.5,0.375,1,2
n83,0,10,1,16320,0.0311279,0.00389099,13,2
n83,1,10,1,16320,0.999878,0.0114298,13,2
n83,2,10,1,16320,0.999878,0.0114298,13,2
n83,3,10,1,16320,0.0311279,0.00389099,13,2
n83,4,10,1,16320,0.0311279,0.00389099,13,2
n83,5,10,1,16320,0.999878,0.0114298,13,2
n159,0,10,1,16320,0.124512,0.015564,11,2
n159,1,10,1,16320,0.999512,0.0430421,11,2
n159,2,10,1,16320,0.999512,0.0428009,11,2
n159,3,10,1,16320,0.87793,0.0158051,11,2
n159,4,10,1,16320,0.87793,0.0158051,11,2
n159,5,10,1,16320,0.999512,0.0428009,11,2
n272,0,10,1,16320,0.498047,0.0622559,9,2
n272,1,10,1,16320,0.998047,0.124771,9,2
n272,2,10,1,16320,0.998047,0.124512,9,2
n272,3,10,1,16320,0.552734,0.0625155,9,2
n272,4,10,1,16320,0.552734,0.0625155,9,2
n272,5,10,1,16320,0.998047,0.124512,9,2
n43,0,5,2,8192,3.05176e-05,3.8147e-06,15,3
n43,1,5,2,40960,0.999969,0.00197208,15,3
n43,2,5,2,16384,3.05176e-05,7.62939e-06,15,3
n43,3,5,2,8192,0.999969,0.000980318,15,3
n43,4,5,2,32768,0.999969,0.00196826,15,3
n43,5,5,2,40960,0.999969,0.000995576,15,3
n54,0,8,2,32640,0.015564,0.00389099,14,2
n54,1,8,2,32640,0.999939,0.0115514,14,2
n54,2,8,2,48960,0.015564,0.00583649,14,2
n54,3,8,2,48960,0.999939,0.0134969,14,2
n54,4,8,2,16320,0.999939,0.00960588,14,2
n54,5,8,2,16320,0.015564,0.0019455,14,2
n63,0,5,2,8192,6.10352e-05,7.62939e-06,14,3
n63,1,5,2,40960,0.999939,0.00202155,14,3
n63,2,5,2,16384,6.10352e-05,1.52588e-05,14,3
n63,3,5,2,8192,0.999939,0.00099933,14,3
n63,4,5,2,32768,0.999939,0.00201392,14,3
n63,5,5,2,40960,0.999939,0.00102985,14,3
n91,0,5,2,8192,0.00012207,1.52588e-05,13,3
n91,1,5,2,40960,0.999878,0.00213573,13,3
n91,2,5,2,16384,0.00012207,3.05176e-05,13,3
n91,3,5,2,8192,0.999878,0.0010526,13,3
n91,4,5,2,32768,0.999878,0.00212047,13,3
n91,5,5,2,40960,0.999878,0.00109838,13,3
n113,0,8,2,32640,0.0622559,0.015564,12,2
n113,1,8,2,32640,0.999756,0.0450272,12,2
n113,2,8,2,48960,0.938965,0.0236267,12,2
n113,3,8,2,48960,0.999756,0.0525284,12,2
n113,4,8,2,16320,0.999756,0.0369644,12,2
n113,5,8,2,16320,0.938965,0.00806278,12,2
n128,0,5,2,8192,0.000244141,3.05176e-05,12,3
n128,1,5,2,40960,0.999756,0.00240979,12,3
n128,2,5,2,16384,0.000244141,6.10352e-05,12,3
n128,3,5,2,8192,0.999756,0.00117437,12,3
n128,4,5,2,32768,0.999756,0.00237927,12,3
n128,5,5,2,40960,0.999756,0.00126594,12,3
n176,0,5,2,8192,0.000488281,6.10352e-05,11,3
n176,1,5,2,40960,0.999512,0.00303383,11,3
n176,2,5,2,16384,0.000488281,0.00012207,11,3
n176,3,5,2,8192,0.999512,0.00147872,11,3
n176,4,5,2,32768,0.999512,0.0029728,11,3
n176,5,5,2,40960,0.999512,0.00161615,11,3
n205,0,8,2,32640,0.249023,0.0622559,10,2
n205,1,8,2,32640,0.999023,0.159126,10,2
n205,2,8,2,48960,0.776367,0.0968705,10,2
n205,3,8,2,48960,0.999023,0.186768,10,2
n205,4,8,2,16320,0.999023,0.124512,10,2
n205,5,8,2,16320,0.776367,0.0346147,10,2
n234,0,5,2,8192,0.000976562,0.00012207,10,3
n234,1,5,2,40960,0.999023,0.00444806,10,3
n234,2,5,2,16384,0.000976562,0.000244141,10,3
n234,3,5,2,8192,0.999023,0.0021323,10,3
n234,4,5,2,32768,0.999023,0.00432599,10,3
n234,5,5,2,40960,0.999023,0.00243783,10,3
n303,0,5,2,8192,0.00195312,0.000244141,9,3
n303,1,5,2,40960,0.998047,0.00760436,9,3
n303,2,5,2,16384,0.00195312,0.000488281,9,3
n303,3,5,2,8192,0.998047,0.00364876,9,3
n303,4,5,2,32768,0.998047,0.00736022,9,3
n303,5,5,2,40960,0.998047,0.00419974,9,3
n371,0,5,2,8192,0.00390625,0.000488281,8,3
n371,1,5,2,57344,0.996094,0.0155751,8,3
n371,2,5,2,24576,0.00390625,0.00146484,8,3
n371,3,5,2,8192,0.996094,0.00696802,8,3
n371,4,5,2,40960,0.996094,0.0145985,8,3
n371,5,5,2,57344,0.996094,0.00909531,8,3
n36,0,10,2,32768,1.52588e-05,7.62939e-06,16,3
n36,1,10,2,32768,0.999985,0.00196069,16,3
n36,2,10,2,49152,0.999985,0.00196451,16,3
n36,3,10,2,32768,1.52588e-05,7.62939e-06,16,3
n36,4,10,2,16384,1.52588e-05,3.8147e-06,16,3
n36,5,10,2,32768,0.999985,0.00196069,16,3
m0,0,10,3,16384,1.52588e-05,3.8147e-06,0,3
m0,1,10,3,49152,1.52588e-05,1.14441e-05,0,3
m0,2,10,3,32768,1.52588e-05,7.62939e-06,0,3
m0,3,10,3,32768,1.52588e-05,7.62939e-06,0,3
m0,4,10,3,32768,1.52588e-05,7.62939e-06,0,3
m0,5,10,3,32768,1.52588e-05,7.62939e-06,0,3
n44,0,8,3,40960,0.999969,0.00197208,15,4
n44,1,8,3,24576,3.05176e-05,1.14441e-05,15,4
n44,2,8,3,57344,0.999969,0.00197971,15,4
n44,3,8,3,49152,0.999969,0.00197589,15,4
n44,4,8,3,8192,3.05176e-05,3.8147e-06,15,4
n44,5,8,3,16384,3.05176e-05,7.62939e-06,15,4
n55,0,13,3,16384,0.999939,4.57726e-05,14,3
n55,1,13,3,49152,0.999939,0.00199866,14,3
n55,2,13,3,16384,6.10352e-05,1.52588e-05,14,3
n55,3,13,3,49152,0.999939,0.00105273,14,3
n55,4,13,3,49152,0.999939,0.00202918,14,3
n55,5,13,3,16384,0.999939,0.000991702,14,3
n64,0,8,3,40960,0.999939,0.00202155,14,4
n64,1,8,3,24576,6.10352e-05,2.28882e-05,14,4
n64,2,8,3,57344,0.999939,0.00203681,14,4
n64,3,8,3,49152,0.999939,0.00202918,14,4
n64,4,8,3,8192,6.10352e-05,7.62939e-06,14,4
n64,5,8,3,16384,6.10352e-05,1.52588e-05,14,4
n80,0,13,3,16384,0.999878,7.62828e-05,13,3
n80,1,13,3,40960,0.999878,0.00202894,13,3
