m00,0,1,1024,0.000244141,6.10352e-05,0
m00,1,1,3072,0.000244141,0.000183105,0
m00,2,1,1024,0.000244141,6.10352e-05,0
m00,3,1,1024,0.000244141,6.10352e-05,0
m00,4,1,3072,0.000244141,0.000183105,0
m00,5,1,3072,0.000244141,0.000183105,0
n26,0,1,1024,0.000488281,0.00012207,11
n26,1,1,3072,0.000488281,0.000366211,11
n26,2,1,1024,0.000488281,0.00012207,11
n26,3,1,1024,0.000488281,0.00012207,11
n26,4,1,3072,0.000488281,0.000366211,11
n26,5,1,3072,0.000488281,0.000366211,11
n27,0,1,1024,0.000488281,0.00012207,11
n27,1,1,3072,0.000488281,0.000366211,11
n27,2,1,1024,0.000488281,0.00012207,11
n27,3,1,1024,0.000488281,0.00012207,11
n27,4,1,3072,0.000488281,0.000366211,11
n27,5,1,3072,0.000488281,0.000366211,11
n31,0,1,1024,0.000976562,0.000244141,10
n31,1,1,3072,0.000976562,0.000732422,10
n31,2,1,1024,0.000976562,0.000244141,10
n31,3,1,1024,0.000976562,0.000244141,10
n31,4,1,3072,0.000976562,0.000732422,10
n31,5,1,3072,0.000976562,0.000732422,10
n32,0,1,1024,0.000976562,0.000244141,10
n32,1,1,3072,0.000976562,0.000732422,10
n32,2,1,1024,0.000976562,0.000244141,10
n32,3,1,1024,0.000976562,0.000244141,10
n32,4,1,3072,0.000976562,0.000732422,10
n32,5,1,3072,0.000976562,0.000732422,10
n39,0,1,1024,0.000976562,0.000244141,10
n39,1,1,3072,0.000976562,0.000732422,10
n39,2,1,1024,0.000976562,0.000244141,10
n39,3,1,1024,0.000976562,0.000244141,10
n39,4,1,3072,0.000976562,0.000732422,10
n39,5,1,3072,0.000976562,0.000732422,10
n44,0,1,1024,0.00195312,0.000488281,9
n44,1,1,3072,0.00195312,0.00146484,9
n44,2,1,1024,0.00195312,0.000488281,9
n44,3,1,1024,0.00195312,0.000488281,9
n44,4,1,3072,0.00195312,0.00146484,9
n44,5,1,3072,0.00195312,0.00146484,9
n45,0,1,1024,0.00195312,0.000488281,9
n45,1,1,3072,0.00195312,0.00146484,9
n45,2,1,1024,0.00195312,0.000488281,9
n45,3,1,1024,0.00195312,0.000488281,9
n45,4,1,3072,0.00195312,0.00146484,9
n45,5,1,3072,0.00195312,0.00146484,9
n52,0,1,1024,0.00195312,0.000488281,9
n52,1,1,3072,0.00195312,0.00146484,9
n52,2,1,1024,0.00195312,0.000488281,9
n52,3,1,1024,0.00195312,0.000488281,9
n52,4,1,3072,0.00195312,0.00146484,9
n52,5,1,3072,0.00195312,0.00146484,9
n59,0,1,1024,0.00195312,0.000488281,9
n59,1,1,3072,0.00195312,0.00146484,9
n59,2,1,1024,0.00195312,0.000488281,9
n59,3,1,1024,0.00195312,0.000488281,9
n59,4,1,3072,0.00195312,0.00146484,9
n59,5,1,3072,0.00195312,0.00146484,9
n65,0,1,1024,0.00390625,0.000976562,8
n65,1,1,3072,0.00390625,0.00292969,8
n65,2,1,1024,0.00390625,0.000976562,8
n65,3,1,1024,0.00390625,0.000976562,8
n65,4,1,3072,0.00390625,0.00292969,8
n65,5,1,3072,0.00390625,0.00292969,8
n66,0,1,1024,0.00390625,0.000976562,8
n66,1,1,3072,0.00390625,0.00292969,8
n66,2,1,1024,0.00390625,0.000976562,8
n66,3,1,1024,0.00390625,0.000976562,8
n66,4,1,3072,0.00390625,0.00292969,8
n66,5,1,3072,0.00390625,0.00292969,8
n73,0,1,1024,0.00390625,0.000976562,8
n73,1,1,3072,0.00390625,0.00292969,8
n73,2,1,1024,0.00390625,0.000976562,8
n73,3,1,1024,0.00390625,0.000976562,8
n73,4,1,3072,0.00390625,0.00292969,8
n73,5,1,3072,0.00390625,0.00292969,8
n80,0,1,1024,0.00390625,0.000976562,8
n80,1,1,3072,0.00390625,0.00292969,8
n80,2,1,1024,0.00390625,0.000976562,8
n80,3,1,1024,0.00390625,0.000976562,8
n80,4,1,3072,0.00390625,0.00292969,8
n80,5,1,3072,0.00390625,0.00292969,8
n87,0,1,1024,0.00390625,0.000976562,8
n87,1,1,3072,0.00390625,0.00292969,8
n87,2,1,1024,0.00390625,0.000976562,8
n87,3,1,1024,0.00390625,0.000976562,8
n87,4,1,3072,0.00390625,0.00292969,8
n87,5,1,3072,0.00390625,0.00292969,8
n94,0,1,1024,0.0078125,0.00195312,7
n94,1,1,3072,0.0078125,0.00585938,7
n94,2,1,1024,0.0078125,0.00195312,7
n94,3,1,1024,0.0078125,0.00195312,7
n94,4,1,3072,0.0078125,0.00585938,7
n94,5,1,3072,0.0078125,0.00585938,7
